Mental Status,Study Hours per Week,Attendance Rate,Gender,Previous Physics average,Previous Chemistry average,Previous Mathematics  average,Extracurricular Activities,Family Support,failures,famrel,freetime,goout,Dalc,Walc,absences,guardian,schoolsup,paidClass,Parent Education Level
Normal,8.3,65,Female,51.23,51.31,67.4,No,None,1,3.71,5,4,2,4,10,mother,yes,no,NVQ qualified
Normal,14.8,39.9,Male,54.96,61.23,70.7,No,None,1,3.44,2,5,2,4,12,father,yes,no,Degree
Normal,13.2,92.7,Female,59.36,49.46,79.4,Yes,Minimal Support,0,4.31,4,4,2,1,5,father,yes,yes,None
Moderate,6.6,94.2,Female,76.65,62.5,26.4,nan,Minimal Support,0,3.03,4,4,1,2,2,father,yes,no,Master
Severe,3.4,77.8,Female,37,45.28,50.9,Yes,None,0,3.77,3,4,2,2,5,mother,yes,no,None
Normal,8.6,32.8,Female,72.45,74.89,80.9,No,None,0,3.1,4,2,1,3,3,mother,yes,no,Diploma level
Mild,17.6,90,Male,59,40.18,51.6,Yes,Minimal Support,1,4.4,4,4,1,2,1,mother,yes,yes,Diploma level
Moderate,15.7,,Male,34.07,45.67,64.2,Yes,Strong Support,0,4.49,4,3,1,0,14,mother,yes,no,Master
Moderate,4.4,85.3,Female,57.91,64.53,85.2,No,Minimal Support,0,5.94,4,4,3,4,2,mother,yes,yes,NVQ qualified
Mild,4.2,65.2,Female,67.06,68.38,62.4,Yes,None,2,5.39,2,4,-1,5,15,mother,yes,yes,None
Moderate,16.4,67.2,Female,70.92,76.25,61.1,Yes,Minimal Support,0,4.62,4,2,1,3,2,mother,yes,no,Master
Mild,4.3,85,Female,39.93,51.17,62.6,No,Minimal Support,1,2.96,2,4,0,2,1,mother,yes,yes,None
Normal,12.5,58.6,Male,45.78,55.23,84.3,No,None,0,4.68,4,3,1,1,7,mother,no,yes,High school
Normal,6.9,,Male,77.73,67.26,41,No,Strong Support,0,3.22,5,3,1,3,9,other,yes,no,None
Moderate,18.1,,Male,67.51,67.69,91.8,No,Strong Support,0,1.75,4,3,1,1,9,mother,yes,no,None
Moderate,6.1,118.3,Male,81.17,75.71,61.6,Yes,Moderate Support,0,4.52,5,4,1,1,1,mother,no,no,Degree
Normal,15.7,73.5,Male,57.35,53.76,59.9,No,Minimal Support,1,3.25,4,2,1,3,1,father,yes,no,None
Normal,10.9,91.8,Female,40.36,52.93,52.8,Yes,Minimal Support,0,5.39,3,3,0,1,7,mother,no,no,None
Normal,11.3,51.6,Female,55.4,64.65,48,Yes,None,1,3.83,3,6,1,4,1,mother,yes,no,High school
Normal,0.1,108.9,Female,79.66,74.6,29.9,No,Minimal Support,0,4.2,3,2,1,2,6,father,yes,no,Diploma level
Mild,-1,,Male,65.15,62.74,83.3,Yes,Strong Support,1,3.48,1,5,0,1,14,father,yes,yes,Master
Mild,8.9,72.4,Female,47.21,51.81,31.8,No,None,0,3.81,4,2,1,1,7,mother,yes,no,NVQ qualified
Mild,11.2,85.2,Male,53.98,60.05,64.2,No,Minimal Support,0,3.96,3,4,1,4,2,mother,yes,no,High school
Mild,4.4,59.4,Male,56.79,76.23,58.4,No,None,0,5.02,4,3,2,1,1,father,yes,no,None
Severe,4.6,96.6,Male,71.12,66.38,69.4,No,Minimal Support,0,3.95,5,3,1,3,1,mother,yes,no,None
Mild,12.8,61.8,Female,59.84,50.36,35.1,Yes,None,1,4.7,3,4,2,2,6,other,no,no,Master
Normal,12.8,91.6,Male,41.66,57.4,52.6,Yes,Minimal Support,-2,4.99,4,3,2,3,8,mother,no,no,High school
Normal,9.3,96.4,Female,47.8,42.13,72.1,No,Minimal Support,1,3.83,5,3,1,4,5,mother,yes,no,High school
Mild,13.9,86.6,Male,67.89,57.36,67.8,Yes,Minimal Support,0,4.05,4,2,1,3,8,mother,yes,yes,Degree
Severe,4.1,,Female,52.67,31.94,55,No,Strong Support,0,4.67,4,2,1,4,0,mother,yes,no,NVQ qualified
Mild,8.2,125.6,Female,59.19,66.23,66.5,Yes,Moderate Support,2,2.97,4,2,3,0,7,mother,yes,yes,High school
Mild,18.2,83.3,Male,55.04,55.02,90.8,No,Minimal Support,0,4.18,3,2,2,0,13,mother,yes,yes,Diploma level
Moderate,10.3,77.2,Male,54.47,50.23,200,No,Minimal Support,0,4.78,4,2,3,3,3,other,no,no,Degree
Normal,10.6,81.7,Male,80.92,81.84,79.6,Yes,Minimal Support,0,3.13,3,3,3,2,5,mother,yes,no,None
Mild,21.5,,Male,56.06,56.53,73.2,No,Strong Support,0,4.17,3,3,1,2,12,mother,no,no,NVQ qualified
Severe,3,,Male,50.59,34.87,67.7,No,Strong Support,0,4.13,4,3,2,2,2,mother,yes,no,NVQ qualified
Normal,14,71.7,Male,54.84,68.2,54.7,Yes,Minimal Support,0,3.96,3,3,2,2,3,mother,yes,no,Diploma level
Mild,18.3,56.8,Female,58.81,57.57,65.8,Yes,None,0,5.02,4,4,2,1,3,mother,yes,no,Master
Moderate,8.4,98.3,Male,41.68,69.13,94.5,No,Minimal Support,0,4.19,4,4,1,2,3,mother,yes,no,High school
Mild,14.3,47.7,Male,68.33,53.49,78.8,No,None,-1,4.54,5,4,2,1,13,mother,yes,no,Degree
Moderate,5.1,80.2,Male,58.98,74.33,59.6,Yes,Minimal Support,1,4.23,2,2,0,3,0,father,yes,yes,NVQ qualified
Severe,6.6,81.1,Female,64.37,73.29,33.6,No,Minimal Support,-1,3.15,2,2,0,2,2,mother,yes,no,Diploma level
Moderate,11.9,72.9,Male,66.89,59.77,76.4,Yes,Minimal Support,0,3.16,1,3,3,1,7,mother,yes,yes,None
Mild,14,74,Female,56.09,46.18,79,No,Minimal Support,1,3.28,2,4,2,2,2,mother,yes,no,High school
Moderate,15.6,42,Male,73.77,78.91,56.9,nan,None,0,3.54,4,3,1,3,10,father,no,no,High school
Mild,,57.6,Female,50.76,55.54,55,Yes,Strong Support,0,2.87,4,3,2,3,3,mother,yes,yes,None
Normal,9.7,93.7,Female,40.98,31.15,35.8,No,Minimal Support,0,3.96,3,3,2,4,2,mother,yes,no,High school
Moderate,16,34.2,Female,74.77,53.7,83.8,Yes,None,0,3.55,2,4,3,5,2,mother,yes,no,Degree
Moderate,8.3,73.3,Male,51.44,58.83,58.8,Yes,None,1,5.7,1,7,0,1,9,mother,yes,no,Diploma level
Severe,14.5,68.7,Female,37.98,31.06,68.9,Yes,Minimal Support,0,4.88,3,4,3,3,0,mother,yes,yes,Diploma level
Moderate,11,35.2,Female,62.65,78.41,48.5,No,None,0,3.12,5,5,2,0,1,mother,yes,yes,NVQ qualified
Severe,12.2,108.8,Male,66.75,68.82,43.3,No,Moderate Support,0,4.22,2,3,1,1,1,mother,yes,no,Master
Normal,12.1,54.4,Male,72.23,73.26,87.4,Yes,None,1,4.68,2,5,1,2,11,mother,yes,no,NVQ qualified
Severe,2,86,Female,48.47,50.73,59.2,Yes,Minimal Support,1,3.64,2,3,1,3,12,mother,yes,no,Degree
Severe,4.4,65.6,Male,55.06,46.58,53.7,No,None,1,4.22,2,3,3,1,1,mother,yes,no,Degree
Severe,10.5,58.1,Male,63.7,70.11,108.5,Yes,None,0,4.1,3,3,2,0,5,mother,yes,no,NVQ qualified
Severe,1.6,70.3,Male,50.67,61.68,79.8,Yes,None,0,2.65,2,3,2,2,2,mother,yes,no,Degree
Mild,14.2,67.9,Male,65.26,65.59,54.2,No,Minimal Support,0,2.8,1,3,1,3,13,mother,yes,no,None
Severe,14.4,71.3,Male,81.37,77.73,76.1,No,Minimal Support,0,4.8,4,1,1,0,4,mother,no,no,Master
Normal,11.6,59.3,Female,55.51,65.71,40.9,Yes,None,1,3.48,5,2,1,4,1,mother,yes,no,Master
Moderate,4.4,54.7,Male,57.84,57.89,60.2,Yes,None,1,3.06,2,4,2,2,8,mother,yes,no,None
Severe,16.9,95.1,Male,37.32,36.6,52.4,No,Minimal Support,0,4.03,3,2,2,2,1,mother,yes,no,Master
Moderate,20.2,75.1,Male,73.16,89.39,71.3,No,Minimal Support,0,4.81,3,4,2,2,16,mother,yes,no,Diploma level
Mild,10.7,,Female,66.89,54.23,89.9,No,Strong Support,0,4.27,3,3,1,1,3,mother,yes,yes,None
Mild,12.6,57.2,Female,77.12,62.66,39.6,No,None,0,4.79,3,3,1,2,2,mother,yes,no,High school
Normal,11,106.5,Female,63.94,63.13,92.9,Yes,Minimal Support,1,3.31,4,5,1,2,14,father,yes,yes,Diploma level
Severe,12.7,73.3,Male,62.94,63.26,76.2,No,Minimal Support,0,4.69,3,4,1,4,6,mother,yes,no,NVQ qualified
Moderate,9.4,37.1,Female,40.5,44.4,50,No,None,-1,3.9,4,4,2,0,12,other,yes,yes,High school
Severe,9.8,80.5,Female,75.48,60.06,,Yes,Minimal Support,0,4.94,4,4,1,1,17,father,yes,no,Degree
Mild,14.5,59.7,Male,77.89,74.54,54.3,No,None,1,2.23,2,1,2,1,12,father,yes,no,High school
Mild,21.7,93.2,Male,66.1,75.51,52,Yes,Moderate Support,1,4.36,2,3,0,4,14,mother,yes,no,Master
Mild,3,95.8,Female,72.53,66.51,52.5,No,Minimal Support,0,3.82,3,3,1,2,4,father,no,no,High school
Normal,9.5,93.5,Female,63.93,43.63,37.8,No,Minimal Support,0,4.85,1,5,0,1,1,father,yes,no,Master
Moderate,4.1,65.8,Female,47.66,63.69,62.1,No,None,1,5.3,3,0,2,2,1,mother,yes,no,NVQ qualified
Severe,18,72.7,Male,78.15,60.62,76.2,No,Minimal Support,1,2.7,3,2,4,3,3,mother,yes,no,Degree
Moderate,7.1,80,Male,36.85,36.71,56.4,No,Minimal Support,0,3.8,3,2,1,3,2,father,yes,yes,None
Normal,2.8,92.9,Male,52.39,48.23,69.5,No,Minimal Support,-1,4.43,2,2,0,1,6,mother,yes,no,None
Moderate,13.2,54.2,Female,55.17,73.62,81.9,No,None,1,3.47,2,2,1,1,11,mother,yes,no,High school
Moderate,18.7,76.9,Female,30.71,40.56,42.6,Yes,Minimal Support,2,4.23,3,3,0,4,13,mother,yes,no,High school
Mild,,112.4,Female,46.06,62.05,55,Yes,Strong Support,1,3.61,1,1,1,3,2,mother,yes,no,NVQ qualified
Normal,11,64.3,Female,34.98,36.47,42.4,No,None,1,3.66,4,3,2,3,13,mother,yes,yes,Master
Moderate,12,74.5,Female,40.3,40.04,44,No,Minimal Support,0,1.81,4,3,3,6,2,mother,yes,yes,Diploma level
Severe,17.1,127.3,Male,70.34,73.92,85.4,No,Moderate Support,0,4.51,4,3,1,4,14,mother,yes,no,NVQ qualified
Moderate,5.6,70.2,Female,48.16,33.19,57.4,nan,None,1,3.34,3,4,0,4,9,mother,yes,yes,High school
Mild,9.4,44.2,Female,47,46.14,71.9,No,None,0,3.64,5,5,2,3,6,mother,yes,no,NVQ qualified
Severe,7.7,73.9,Male,70.85,59.51,67.5,Yes,None,0,4.19,2,4,2,3,5,mother,yes,no,Master
Mild,4.2,108.5,Male,59.37,85.89,75.6,Yes,Minimal Support,2,5.17,4,4,2,7,4,mother,yes,no,Diploma level
Normal,8.4,96.1,Male,67.32,61.21,67.2,Yes,Minimal Support,1,4.42,3,3,1,3,15,mother,yes,no,High school
Mild,15.5,55.4,Male,47.36,54.72,66.6,Yes,None,0,5.65,3,3,1,-1,13,father,yes,no,Degree
Mild,,83.3,Female,44.65,69.81,,No,Strong Support,0,3.98,3,3,0,0,2,mother,yes,no,High school
Mild,13.2,71.5,Male,56.22,59.58,65.5,Yes,Minimal Support,0,3.94,3,2,0,2,2,father,yes,yes,Diploma level
Severe,10.7,91.2,Male,32.84,38.43,65.4,Yes,Minimal Support,0,3.58,5,3,2,2,2,mother,yes,no,NVQ qualified
Mild,12.6,62.7,Female,52.95,57.62,50.9,Yes,None,0,4.86,4,4,2,4,12,father,yes,no,Diploma level
Severe,6,84.9,Male,40.22,43.79,34,Yes,Minimal Support,0,3.12,4,3,2,2,6,mother,yes,yes,High school
Normal,8.5,113.2,Male,62.72,74.51,68.7,Yes,Moderate Support,-1,3.08,2,3,1,3,4,mother,yes,yes,Diploma level
Mild,11,22.8,Female,52.94,39.56,83.4,No,None,1,5.39,4,3,3,2,1,mother,yes,yes,None
Moderate,11.4,86.9,Male,69.74,68.46,38.5,No,Minimal Support,1,3.96,6,3,2,4,4,father,yes,no,High school
Mild,11.6,101.4,Male,32.34,33.85,62.5,Yes,Minimal Support,0,3.81,4,5,3,4,2,mother,yes,no,None
Severe,9.3,43.9,Female,92.43,89.24,,Yes,None,-1,4.37,2,3,1,0,0,mother,yes,no,NVQ qualified
Mild,8.1,60.6,Female,78.39,51.02,74.7,nan,None,1,3.67,4,4,1,1,0,mother,yes,no,Diploma level
Normal,,67.1,Female,65.58,72.23,82.8,No,Strong Support,0,3.64,3,4,0,3,2,mother,yes,no,High school
Mild,14.5,60.4,Male,81.65,87.64,63.5,No,None,1,5.14,2,3,2,1,1,father,yes,no,Master
Moderate,12.1,58.9,Female,78.05,60.42,74.4,Yes,None,0,3.05,4,3,-1,5,2,mother,yes,no,Diploma level
Normal,8.8,67.5,Female,53.35,46.8,66,Yes,None,2,2.71,3,4,2,3,5,mother,yes,no,Diploma level
Severe,7.7,92,Female,34.71,34.95,50.4,No,Minimal Support,0,3,3,3,2,2,3,mother,yes,no,High school
Mild,9.3,104.8,Male,42.28,48.31,63,No,Minimal Support,1,4.72,5,4,2,3,2,mother,yes,no,None
Mild,11.5,101.1,Male,66.93,60.05,64.6,No,Minimal Support,1,4.3,3,3,3,4,0,father,yes,no,High school
Mild,0.6,94.9,Female,40.48,47.52,62.8,nan,Minimal Support,1,4.27,1,3,1,1,10,mother,yes,yes,Diploma level
Mild,2.2,111.6,Female,59.87,57.79,70.6,No,Minimal Support,0,4.67,4,4,1,3,5,mother,yes,no,High school
Normal,6.8,115.6,Male,60.93,74.09,67,Yes,Moderate Support,0,2.45,3,3,1,1,6,mother,yes,no,NVQ qualified
Moderate,11,78.3,Female,56.18,51.57,62.1,No,Minimal Support,1,5.27,2,2,4,3,4,mother,yes,no,Degree
Mild,8.8,103.6,Male,50.67,58.19,55.4,No,Minimal Support,0,3.58,4,2,1,1,10,mother,yes,no,High school
Severe,17.4,83.5,Female,55.17,74.39,72.5,No,Minimal Support,0,2.06,4,3,2,3,9,mother,yes,no,High school
Severe,2.6,70.7,Male,49.34,30.59,71.5,No,None,1,3.79,3,5,2,3,2,mother,yes,no,Degree
Severe,6.2,74,Male,52.8,31.11,67.7,No,None,1,3.82,0,4,1,2,4,father,yes,no,Diploma level
Normal,17.6,95.3,Male,70.28,98.9,52.6,Yes,Minimal Support,0,6.09,4,5,1,0,1,mother,yes,no,Diploma level
Severe,10.7,104.3,Female,35.61,46.2,48,No,Minimal Support,1,4.07,4,3,4,0,7,mother,no,no,Diploma level
Normal,14.4,,Male,51.37,51.52,75.1,No,Strong Support,0,3.49,3,4,1,0,9,mother,yes,no,Degree
Normal,20.3,67.1,Female,66.63,77.25,51.6,Yes,Minimal Support,0,2.98,3,3,3,2,5,mother,yes,no,Master
Normal,6.5,65.2,Female,51.64,48.35,59.9,Yes,None,1,5.23,3,3,1,3,0,mother,yes,no,Master
Mild,9.5,37.9,Male,56.56,61.71,200,Yes,None,0,4.21,4,1,2,2,13,father,yes,no,Master
Severe,8.6,82.2,Male,70.11,55.91,71.6,Yes,Minimal Support,1,5.92,2,3,3,5,4,mother,yes,no,None
Mild,0.2,80.9,Female,50.62,54.1,46.4,Yes,None,0,4.21,1,3,2,2,4,mother,no,no,Diploma level
Normal,8.4,54.1,Male,58.89,56.68,45.6,Yes,None,1,4.8,2,4,2,3,11,mother,yes,no,High school
Normal,14.4,84.5,Female,34.87,56.53,50.2,No,Minimal Support,2,3.62,4,3,2,4,5,mother,no,no,High school
Mild,12.7,84.1,Male,52.89,48.42,71.4,Yes,Minimal Support,0,2.43,4,4,1,4,2,father,yes,no,None
Mild,13.1,45.3,Male,67.89,66,61.8,nan,None,-1,4.09,5,3,1,2,9,mother,yes,yes,High school
Moderate,8.1,68.6,Male,45.3,45.25,55.5,nan,None,0,4.25,2,4,1,2,3,mother,yes,no,NVQ qualified
Mild,6.7,103.2,Female,75.02,60.8,89.8,No,Minimal Support,0,2.81,4,3,4,3,7,mother,no,no,None
Moderate,16.3,62.3,Male,55.55,55.93,72.8,nan,None,0,2.84,4,5,2,3,4,mother,no,no,High school
Moderate,7.5,75.4,Male,65.61,73.73,35.1,No,None,0,2.9,2,3,3,1,7,father,yes,no,Degree
Normal,11.5,78.2,Male,51.09,68.72,51.9,No,Minimal Support,0,3.19,4,3,2,3,2,mother,yes,no,Degree
Severe,10.8,74.5,Male,67.98,66.8,35.3,No,Minimal Support,1,4.63,2,3,2,1,14,mother,yes,no,Master
Severe,17.3,88.8,Female,36.29,42.54,57.8,No,Minimal Support,0,2.9,3,1,2,3,5,father,yes,no,High school
Moderate,14.9,,Female,50.98,66.4,80.5,No,Strong Support,0,4.26,4,3,2,1,4,mother,yes,no,Degree
Moderate,3.5,100.3,Female,63.11,55.32,68.7,No,Minimal Support,-1,4.64,4,6,1,2,15,mother,no,no,Diploma level
Mild,4.1,68.7,Female,59.57,68.69,61.5,Yes,None,0,4.47,3,3,1,4,11,mother,yes,no,None
Severe,12.9,85.5,Female,50.22,42.82,57.9,Yes,Minimal Support,0,3.43,4,4,0,2,5,father,yes,no,Master
Normal,9.7,91.8,Male,37,45.88,69.8,No,Minimal Support,0,2.8,3,3,1,1,1,other,yes,no,Degree
Mild,7.7,72.6,Male,60.09,42.85,39.6,Yes,None,2,4.49,3,2,2,5,19,father,yes,yes,None
Moderate,15.1,60.6,Male,87.09,78.28,63.2,Yes,None,0,3.31,3,4,-1,1,5,mother,yes,no,None
Moderate,10.9,77.9,Female,34.01,47.25,67.5,Yes,Minimal Support,0,3.66,5,4,2,3,5,mother,yes,no,None
Mild,10.3,62.9,Female,50.7,62.98,45.9,No,None,0,4.04,2,4,2,2,7,mother,yes,yes,High school
Normal,13.9,60.9,Male,51.46,79.04,51.7,No,None,0,3.81,3,-1,2,0,1,father,yes,no,None
Moderate,8.1,79.4,Female,64.75,56.78,94.5,No,Minimal Support,0,2.64,3,3,0,4,7,father,yes,no,Diploma level
Mild,17.8,,Female,76.65,53.83,72.9,Yes,Strong Support,0,1.43,5,4,2,1,11,mother,yes,yes,NVQ qualified
Normal,6.1,78.5,Female,76.22,64.62,39.4,No,Minimal Support,1,4.11,2,2,0,0,6,father,yes,yes,Master
Severe,13.3,44,Male,53.33,57.08,53.7,Yes,None,0,2.83,3,3,3,3,1,mother,yes,no,None
Severe,17.2,71.5,Male,50.86,57.4,,No,Minimal Support,1,5.48,2,4,1,2,11,mother,no,no,Degree
Mild,3.1,29.8,Female,75.61,79.67,99.6,No,None,1,4.02,5,3,2,1,4,father,yes,no,None
Moderate,8.3,54.1,Male,83.6,73.81,78.4,No,None,1,4.38,3,2,3,1,5,mother,yes,yes,Degree
Moderate,15.7,,Female,50.81,49.78,81.3,Yes,Strong Support,0,3.21,3,4,2,2,11,mother,no,no,Degree
Severe,15.8,99.3,Male,52.59,74.33,71,No,Minimal Support,0,4.98,3,1,2,0,7,father,yes,no,Diploma level
Severe,9.1,85.7,Male,53.29,49.48,50.2,No,Minimal Support,-2,2.27,3,2,3,3,4,father,yes,no,Diploma level
Severe,6.3,,Male,44.34,30.99,88.9,Yes,Strong Support,-1,2.76,4,1,1,1,9,mother,yes,no,Degree
Mild,14.8,67.5,Male,46.85,37.97,77.8,No,Minimal Support,1,2.99,3,4,3,2,14,mother,yes,no,NVQ qualified
Severe,15.9,70,Female,83.42,70.57,84.1,Yes,Minimal Support,0,2.95,3,2,1,0,7,mother,yes,no,High school
Severe,4.2,101.1,Male,48.37,50.36,90.5,No,Minimal Support,1,5.45,3,3,1,3,18,mother,yes,no,Master
Moderate,4,52.9,Male,55.52,56.93,88.3,No,None,0,4.65,2,3,3,2,11,mother,yes,yes,Master
Mild,,60.5,Female,57.81,71.9,64.8,No,Strong Support,1,3.49,3,2,0,3,5,father,yes,no,None
Severe,13.1,96.3,Male,79.08,63.62,69.1,No,Minimal Support,1,2.61,6,3,1,4,7,mother,no,no,Diploma level
Moderate,8.5,68.1,Male,75.92,67.37,67.9,Yes,None,-1,3.06,5,4,1,4,13,mother,yes,no,None
Mild,13.4,113.8,Female,81.39,66.04,78.9,Yes,Moderate Support,0,3.85,2,1,1,5,1,mother,yes,no,High school
Mild,6.4,88.8,Female,67.84,51.89,70,Yes,Minimal Support,-1,3.68,3,4,1,4,1,mother,yes,no,Master
Moderate,-0.6,98.1,Male,78.53,77.27,67.2,No,Minimal Support,0,2.35,5,2,2,1,3,mother,no,yes,Degree
Normal,7.9,42.5,Female,79.7,60.81,,No,None,0,2.99,3,3,1,2,12,mother,yes,yes,Master
Mild,10.3,96.2,Female,64.82,60.15,62.8,No,Minimal Support,1,4.76,3,4,0,2,6,other,yes,no,High school
Normal,8.6,58,Female,44.63,55.33,69.5,Yes,None,-1,3.65,2,3,1,5,9,mother,yes,no,Degree
Normal,4.2,89.3,Male,47.07,36.41,84.5,Yes,Minimal Support,0,6.29,1,3,2,2,7,mother,yes,no,Degree
Mild,0.9,67.7,Male,59.18,51.67,50.7,Yes,None,0,3.77,6,2,3,1,8,mother,yes,no,High school
Severe,7.4,79.5,Male,46.06,46.29,66.1,Yes,Minimal Support,0,5.62,3,2,2,3,1,mother,yes,no,NVQ qualified
Moderate,14.5,52.9,Female,74.12,44.67,70.2,No,None,0,4.04,4,2,2,3,5,mother,yes,yes,Diploma level
Severe,16.3,40.6,Male,58.2,58.96,89.8,No,None,0,3.86,1,3,1,2,2,father,yes,no,High school
Severe,15.9,78,Female,40.78,37.49,58.5,Yes,Minimal Support,0,4.43,4,4,1,2,4,mother,yes,no,None
Severe,5.9,69.1,Female,60.18,50.47,53.3,No,None,0,3.5,3,5,-1,2,1,father,yes,no,Master
Mild,4.2,57.1,Female,67.69,69.86,87.6,No,None,0,4.47,3,5,3,2,9,mother,yes,yes,Diploma level
Normal,12.5,41.4,Female,36.99,46,72.6,No,None,0,4.81,4,4,1,4,10,other,yes,no,None
Severe,13.2,21.5,Female,31.33,37.53,58.7,No,None,-1,3.26,4,4,1,1,8,father,yes,no,High school
Normal,12,85.5,Male,69.09,68.58,80.8,No,Minimal Support,0,4.69,4,4,1,2,5,mother,yes,no,High school
Mild,-0.1,69.9,Female,42.2,69.19,36.9,No,None,1,2.01,3,4,0,3,1,mother,no,no,High school
Moderate,,62.9,Female,57.68,66.96,64.2,Yes,Strong Support,0,3.38,3,2,2,2,3,mother,yes,no,Degree
Mild,9.9,79.3,Male,74.05,60.68,69.4,Yes,Minimal Support,1,4.45,3,4,2,2,4,father,yes,no,High school
Moderate,12.4,,Male,46.76,43.54,73.8,Yes,Strong Support,0,4.03,4,2,0,3,5,mother,yes,no,NVQ qualified
Moderate,13.8,80.4,Male,76.77,64.58,52.6,No,Minimal Support,0,4.3,5,3,1,3,3,father,yes,no,NVQ qualified
Normal,10.7,66.1,Male,57.64,41.9,52.4,Yes,None,0,4.03,4,3,3,2,2,mother,yes,yes,NVQ qualified
Normal,11.7,117.6,Female,69.59,66.09,88.1,Yes,Moderate Support,1,4.29,3,3,4,2,1,mother,yes,no,Master
Severe,10.4,62.3,Male,74.99,78,65.2,No,None,0,4.27,4,2,3,0,5,father,yes,no,Diploma level
Severe,13.4,46.8,Male,40.18,51.81,67.4,No,None,1,2.53,4,5,1,2,1,mother,yes,yes,NVQ qualified
Severe,11.6,77,Male,44.49,55.94,54.1,Yes,Minimal Support,0,2.68,3,3,3,0,8,mother,yes,no,Degree
Moderate,10.3,69.9,Female,68.21,67.8,51.2,No,None,2,3.55,3,4,2,3,9,mother,yes,no,Master
Severe,8.7,93.9,Male,32.93,38.52,56.5,No,Minimal Support,1,5.14,2,4,1,4,9,mother,yes,no,Master
Moderate,10.4,64.5,Male,46.81,36.34,82.9,Yes,None,1,3.97,2,3,3,1,1,mother,yes,no,Diploma level
Moderate,12.4,71.7,Male,48.34,69.89,55.7,No,Minimal Support,0,4.1,3,2,2,1,3,mother,no,no,Degree
Moderate,11.3,57.7,Female,33.94,43.43,61.5,Yes,None,0,3.28,3,4,3,3,4,father,no,no,Diploma level
Mild,11.9,91.2,Male,98.88,72.4,,No,Minimal Support,1,4.48,3,3,2,2,9,other,yes,no,None
Severe,16.7,77.9,Male,37.32,42.55,97,Yes,Minimal Support,0,5.54,4,3,2,2,7,mother,yes,no,Degree
Moderate,11.3,69.5,Female,54.95,59.23,43,No,None,1,3.65,1,3,1,2,11,mother,yes,no,Master
Normal,6.8,72,Female,56,42.15,33.1,Yes,None,-1,3.96,3,1,2,3,1,mother,no,no,NVQ qualified
Normal,14.4,74.6,Male,43.64,51.23,54.3,Yes,Minimal Support,0,3.17,3,3,2,4,5,mother,yes,no,Degree
Moderate,3.2,46.3,Female,71.4,61.79,50.3,Yes,None,0,4.64,2,3,3,3,3,father,yes,no,Diploma level
Normal,4.6,98.3,Female,60.37,48.28,72.2,No,Minimal Support,0,4.41,1,2,3,0,8,father,yes,no,NVQ qualified
Mild,11.7,97.1,Female,59.29,75.04,64.8,Yes,Minimal Support,0,4.42,4,3,-1,1,4,mother,yes,no,Diploma level
Severe,12.6,75.8,Male,50.17,63.37,63.1,No,Minimal Support,0,2.54,4,1,3,1,2,mother,yes,no,Master
Mild,3.8,73.7,Female,62.76,68.11,78.2,Yes,None,-1,3.67,2,5,2,3,4,mother,yes,yes,NVQ qualified
Normal,8.1,55.1,Male,54.45,55.79,33.1,No,None,1,3.18,5,2,0,1,10,mother,yes,yes,None
Normal,7,109.5,Female,66.36,65.98,55.7,No,Minimal Support,0,4.35,4,4,1,3,6,mother,yes,yes,Degree
Severe,7.6,104.7,Female,67.35,76.54,63.3,Yes,Minimal Support,0,2.07,1,4,1,2,2,father,yes,no,Degree
Mild,14.7,,Female,56.87,71.28,80.5,Yes,Strong Support,0,3.65,4,3,2,5,2,mother,yes,no,High school
Severe,13.5,91.4,Female,54.85,63.98,64.1,Yes,Minimal Support,0,2.69,3,5,1,2,4,mother,no,no,NVQ qualified
Severe,9.9,99.6,Male,77.66,70.07,71.2,No,Minimal Support,0,2.82,4,4,2,3,10,mother,yes,no,Master
Severe,7.3,95.5,Male,58.44,57.66,60.1,No,Minimal Support,1,4.3,4,1,0,1,11,mother,yes,no,Diploma level
Normal,3.3,57.9,Male,68.43,67.49,64.4,Yes,None,-1,4.63,4,3,2,0,13,mother,yes,no,NVQ qualified
Mild,17.1,68.8,Female,41.4,55.87,60.6,No,Minimal Support,0,4.58,3,3,1,0,5,mother,yes,no,Master
Normal,,84.4,Female,47.4,42.72,61.5,Yes,Strong Support,2,3.77,2,2,1,2,3,mother,yes,yes,High school
Normal,6.5,79.1,Male,69.34,56.12,66.1,No,Minimal Support,-1,4.94,4,3,2,2,1,mother,yes,no,None
Normal,13.6,90.1,Female,67.1,88.04,86.7,Yes,Minimal Support,1,4.81,4,3,2,3,2,mother,yes,no,High school
Mild,9.6,87.9,Male,52.03,57.85,71.2,Yes,Minimal Support,0,3.64,4,4,2,2,4,mother,no,no,Degree
Normal,8.6,79.9,Male,55.79,30.36,61.9,Yes,Minimal Support,1,3.81,3,4,2,5,1,father,yes,no,None
Severe,12.2,22.9,Female,47.54,58.75,73.2,Yes,None,0,3.93,4,4,2,1,12,mother,no,no,NVQ qualified
Moderate,6.3,98.5,Male,83.37,80.13,67.7,Yes,Minimal Support,0,5.49,3,3,2,0,7,mother,yes,no,None
Moderate,8.3,91.8,Female,36.1,37.76,73.8,Yes,Minimal Support,2,2.83,5,3,1,1,3,mother,yes,no,Diploma level
Mild,10.6,116.4,Female,66.77,40.78,59.1,Yes,Moderate Support,-1,3.23,3,5,1,4,6,mother,yes,yes,Degree
