Emotion,Climate,Time,Playlist
Lazy & Nervous,Rainy,Travelling time,21
Lazy & Nervous,Rainy,Morning,38
Tired & Sleepy,Rainy,Tea time,24
Normal,Sunny,Tea time,3
Lazy & Nervous,Cloudy,Travelling time,11
Lazy & Nervous,Sunny,Tea time,42
Lazy & Nervous,Rainy,Travelling time,15
Normal,Rainy,Evening,5
Aggressive,Rainy,Night,18
Normal,Cloudy,Tea time,25
Lazy & Nervous,Rainy,Tea time,15
Normal,Cloudy,Travelling time,1
Normal,Sunny,Morning,1
Tired & Sleepy,Cloudy,Tea time,24
Lazy & Nervous,Sunny,Evening,13
Aggressive,Rainy,Morning,21
Aggressive,Sunny,Morning,19
Normal,Sunny,Morning,3
Tired & Sleepy,Sunny,Evening,7
Aggressive,Rainy,Travelling time,16
Lazy & Nervous,Sunny,Morning,27
Aggressive,Sunny,Morning,42
Tired & Sleepy,Cloudy,Morning,36
Aggressive,Rainy,Night,17
Tired & Sleepy,Cloudy,Tea time,45
Tired & Sleepy,Rainy,Travelling time,36
Lazy & Nervous,Sunny,Morning,27
Lazy & Nervous,Cloudy,Night,38
Lazy & Nervous,Cloudy,Night,28
Tired & Sleepy,Rainy,Night,9
Normal,Rainy,Night,21
Aggressive,Rainy,Evening,18
Tired & Sleepy,Rainy,Tea time,24
Tired & Sleepy,Cloudy,Morning,8
Normal,Sunny,Tea time,33
Lazy & Nervous,Sunny,Morning,37
Aggressive,Cloudy,Morning,16
Tired & Sleepy,Sunny,Morning,42
Lazy & Nervous,Cloudy,Evening,15
Normal,Rainy,Morning,1
Lazy & Nervous,Sunny,Morning,38
Normal,Rainy,Evening,21
Aggressive,Rainy,Night,39
Aggressive,Sunny,Night,29
Aggressive,Sunny,Tea time,24
Normal,Sunny,Evening,3
Aggressive,Sunny,Morning,42
Aggressive,Cloudy,Morning,18
Tired & Sleepy,Rainy,Morning,35
Aggressive,Sunny,Evening,18
Aggressive,Cloudy,Tea time,25
Normal,Rainy,Evening,34
Lazy & Nervous,Rainy,Travelling time,21
Aggressive,Sunny,Travelling time,18
Aggressive,Cloudy,Night,39
Normal,Rainy,Morning,4
Lazy & Nervous,Rainy,Morning,22
Lazy & Nervous,Cloudy,Morning,26
Tired & Sleepy,Sunny,Evening,10
Aggressive,Cloudy,Evening,39
Lazy & Nervous,Cloudy,Tea time,45
Lazy & Nervous,Cloudy,Tea time,45
Lazy & Nervous,Sunny,Night,38
Lazy & Nervous,Rainy,Night,29
Tired & Sleepy,Cloudy,Travelling time,35
Normal,Cloudy,Night,1
Normal,Sunny,Night,42
Aggressive,Cloudy,Evening,40
Normal,Cloudy,Morning,3
Aggressive,Rainy,Morning,39
Lazy & Nervous,Rainy,Morning,21
Lazy & Nervous,Cloudy,Morning,45
Aggressive,Rainy,Travelling time,17
Normal,Cloudy,Tea time,33
Tired & Sleepy,Cloudy,Evening,31
Lazy & Nervous,Rainy,Morning,14
Aggressive,Rainy,Travelling time,22
Normal,Sunny,Morning,3
Lazy & Nervous,Cloudy,Morning,11
Lazy & Nervous,Cloudy,Evening,14
Tired & Sleepy,Cloudy,Tea time,9
Tired & Sleepy,Sunny,Travelling time,36
Normal,Rainy,Night,34
Normal,Rainy,Travelling time,1
Aggressive,Cloudy,Morning,17
Tired & Sleepy,Sunny,Travelling time,32
Tired & Sleepy,Rainy,Travelling time,32
Normal,Sunny,Evening,31
Tired & Sleepy,Sunny,Morning,10
Lazy & Nervous,Rainy,Night,28
Aggressive,Rainy,Morning,22
Lazy & Nervous,Cloudy,Tea time,37
Aggressive,Sunny,Travelling time,32
Aggressive,Cloudy,Tea time,39
Tired & Sleepy,Rainy,Travelling time,36
Lazy & Nervous,Rainy,Morning,14
Lazy & Nervous,Sunny,Morning,12
Tired & Sleepy,Cloudy,Evening,36
Tired & Sleepy,Cloudy,Morning,27
Aggressive,Sunny,Tea time,18
Normal,Rainy,Tea time,5
Normal,Rainy,Travelling time,33
Tired & Sleepy,Rainy,Night,7
Tired & Sleepy,Cloudy,Night,45
Normal,Sunny,Evening,5
Lazy & Nervous,Cloudy,Evening,38
Aggressive,Rainy,Evening,40
Lazy & Nervous,Sunny,Evening,41
Lazy & Nervous,Rainy,Night,37
Normal,Rainy,Morning,4
Tired & Sleepy,Sunny,Travelling time,10
Normal,Cloudy,Evening,1
Lazy & Nervous,Cloudy,Travelling time,11
Tired & Sleepy,Cloudy,Tea time,7
Lazy & Nervous,Sunny,Travelling time,32
Normal,Sunny,Travelling time,5
Lazy & Nervous,Sunny,Night,43
Aggressive,Cloudy,Evening,40
Aggressive,Cloudy,Evening,39
Tired & Sleepy,Sunny,Morning,43
Normal,Sunny,Travelling time,4
Lazy & Nervous,Cloudy,Tea time,44
Tired & Sleepy,Rainy,Travelling time,36
Lazy & Nervous,Rainy,Evening,37
Tired & Sleepy,Sunny,Evening,8
Normal,Cloudy,Travelling time,5
Normal,Rainy,Travelling time,1
Normal,Cloudy,Evening,3
Aggressive,Rainy,Evening,17
Aggressive,Rainy,Travelling time,20
Tired & Sleepy,Sunny,Night,10
Normal,Sunny,Tea time,43
Tired & Sleepy,Sunny,Evening,30
Aggressive,Rainy,Evening,17
Lazy & Nervous,Cloudy,Morning,12
Tired & Sleepy,Cloudy,Travelling time,9
Lazy & Nervous,Cloudy,Travelling time,15
Lazy & Nervous,Rainy,Evening,14
Lazy & Nervous,Rainy,Tea time,25
Tired & Sleepy,Rainy,Night,21
Lazy & Nervous,Cloudy,Night,13
Lazy & Nervous,Sunny,Morning,41
Aggressive,Cloudy,Travelling time,17
Lazy & Nervous,Rainy,Travelling time,15
Aggressive,Cloudy,Travelling time,32
Tired & Sleepy,Rainy,Morning,26
Tired & Sleepy,Sunny,Travelling time,42
Aggressive,Rainy,Morning,21
Tired & Sleepy,Sunny,Tea time,10
Aggressive,Sunny,Morning,18
Tired & Sleepy,Rainy,Morning,6
Lazy & Nervous,Cloudy,Morning,14
Aggressive,Sunny,Travelling time,41
Tired & Sleepy,Sunny,Tea time,35
Lazy & Nervous,Sunny,Evening,43
Tired & Sleepy,Cloudy,Evening,8
Aggressive,Cloudy,Tea time,40
Lazy & Nervous,Cloudy,Night,29
Aggressive,Cloudy,Evening,17
Normal,Rainy,Night,33
Tired & Sleepy,Sunny,Evening,6
Aggressive,Rainy,Morning,20
Aggressive,Sunny,Tea time,24
Tired & Sleepy,Rainy,Evening,6
Tired & Sleepy,Rainy,Evening,8
Lazy & Nervous,Sunny,Tea time,14
Tired & Sleepy,Rainy,Morning,7
Normal,Cloudy,Night,4
Lazy & Nervous,Cloudy,Morning,37
Aggressive,Rainy,Evening,16
Normal,Sunny,Tea time,1
Tired & Sleepy,Sunny,Travelling time,10
Tired & Sleepy,Sunny,Morning,6
Tired & Sleepy,Sunny,Morning,6
Lazy & Nervous,Cloudy,Tea time,38
Lazy & Nervous,Sunny,Morning,43
Lazy & Nervous,Rainy,Evening,12
Tired & Sleepy,Sunny,Tea time,10
Tired & Sleepy,Cloudy,Morning,35
Lazy & Nervous,Cloudy,Tea time,14
Tired & Sleepy,Rainy,Night,10
Aggressive,Cloudy,Evening,17
Aggressive,Cloudy,Morning,17
Lazy & Nervous,Sunny,Morning,13
Normal,Rainy,Travelling time,3
Lazy & Nervous,Rainy,Travelling time,21
Normal,Rainy,Travelling time,5
Tired & Sleepy,Rainy,Tea time,10
Lazy & Nervous,Rainy,Tea time,25
Aggressive,Sunny,Morning,41
Lazy & Nervous,Rainy,Travelling time,15
Tired & Sleepy,Sunny,Night,35
Lazy & Nervous,Rainy,Night,23
Lazy & Nervous,Cloudy,Morning,38
Lazy & Nervous,Cloudy,Travelling time,32
Tired & Sleepy,Sunny,Travelling time,35
Aggressive,Rainy,Evening,20
Normal,Sunny,Travelling time,41
Aggressive,Sunny,Evening,20
Lazy & Nervous,Cloudy,Night,15
Lazy & Nervous,Cloudy,Morning,13
Lazy & Nervous,Rainy,Travelling time,32
Normal,Cloudy,Tea time,45
Tired & Sleepy,Rainy,Morning,6
Tired & Sleepy,Cloudy,Evening,10
Tired & Sleepy,Rainy,Night,6
Tired & Sleepy,Sunny,Travelling time,42
Lazy & Nervous,Cloudy,Evening,14
Aggressive,Rainy,Travelling time,32
Aggressive,Cloudy,Tea time,19
Normal,Cloudy,Morning,45
Normal,Sunny,Tea time,5
Normal,Sunny,Travelling time,2
Aggressive,Rainy,Night,40
Tired & Sleepy,Rainy,Night,22
Tired & Sleepy,Rainy,Night,21
Lazy & Nervous,Rainy,Evening,38
Tired & Sleepy,Sunny,Night,43
Aggressive,Sunny,Night,16
Aggressive,Rainy,Night,23
Tired & Sleepy,Cloudy,Travelling time,32
Aggressive,Sunny,Evening,20
Aggressive,Rainy,Morning,18
Normal,Rainy,Tea time,34
Tired & Sleepy,Cloudy,Travelling time,36
Lazy & Nervous,Cloudy,Night,11
Lazy & Nervous,Cloudy,Morning,15
Tired & Sleepy,Cloudy,Tea time,10
Tired & Sleepy,Rainy,Morning,7
Tired & Sleepy,Rainy,Evening,7
Lazy & Nervous,Sunny,Travelling time,11
Tired & Sleepy,Sunny,Night,10
Lazy & Nervous,Cloudy,Evening,44
Tired & Sleepy,Cloudy,Travelling time,44
Tired & Sleepy,Rainy,Travelling time,6
Tired & Sleepy,Rainy,Travelling time,9
Normal,Cloudy,Night,1
Aggressive,Sunny,Morning,42
Tired & Sleepy,Sunny,Evening,10
Lazy & Nervous,Sunny,Evening,11
Aggressive,Cloudy,Night,20
Normal,Rainy,Travelling time,21
Lazy & Nervous,Sunny,Morning,13
Tired & Sleepy,Rainy,Tea time,25
Aggressive,Sunny,Tea time,18
Normal,Sunny,Travelling time,42
Tired & Sleepy,Cloudy,Night,8
Aggressive,Rainy,Evening,40
Tired & Sleepy,Rainy,Night,9
Tired & Sleepy,Rainy,Evening,8
Normal,Cloudy,Evening,34
Aggressive,Sunny,Morning,41
Aggressive,Rainy,Morning,19
Normal,Sunny,Tea time,33
Aggressive,Sunny,Night,40
Lazy & Nervous,Sunny,Morning,15
Tired & Sleepy,Cloudy,Travelling time,10
Lazy & Nervous,Sunny,Evening,15
Normal,Cloudy,Night,34
Lazy & Nervous,Sunny,Evening,41
Lazy & Nervous,Sunny,Tea time,25
Aggressive,Rainy,Evening,39
Aggressive,Rainy,Morning,40
Aggressive,Sunny,Morning,27
Aggressive,Sunny,Morning,41
Lazy & Nervous,Cloudy,Evening,31
Normal,Sunny,Morning,34
Aggressive,Cloudy,Evening,39
Tired & Sleepy,Sunny,Tea time,36
Lazy & Nervous,Rainy,Evening,23
Tired & Sleepy,Sunny,Evening,42
Normal,Sunny,Night,42
Lazy & Nervous,Cloudy,Evening,38
Normal,Rainy,Evening,4
Tired & Sleepy,Rainy,Night,22
Lazy & Nervous,Cloudy,Morning,37
Aggressive,Rainy,Evening,21
Lazy & Nervous,Sunny,Tea time,25
Aggressive,Rainy,Tea time,19
Lazy & Nervous,Sunny,Travelling time,43
Lazy & Nervous,Sunny,Night,29
Tired & Sleepy,Rainy,Travelling time,36
Lazy & Nervous,Rainy,Evening,15
Aggressive,Cloudy,Morning,17
Tired & Sleepy,Cloudy,Tea time,44
Tired & Sleepy,Rainy,Tea time,35
Aggressive,Sunny,Evening,17
Normal,Cloudy,Evening,4
Normal,Sunny,Night,3
Aggressive,Rainy,Morning,27
Normal,Rainy,Evening,23
Tired & Sleepy,Cloudy,Evening,31
Normal,Rainy,Morning,23
Lazy & Nervous,Rainy,Evening,13
Lazy & Nervous,Rainy,Morning,27
Lazy & Nervous,Cloudy,Evening,12
Tired & Sleepy,Cloudy,Evening,31
Aggressive,Sunny,Travelling time,20
Lazy & Nervous,Rainy,Evening,11
Normal,Rainy,Night,2
Tired & Sleepy,Cloudy,Morning,44
Lazy & Nervous,Rainy,Travelling time,14
Aggressive,Sunny,Evening,41
Tired & Sleepy,Rainy,Tea time,9
Tired & Sleepy,Sunny,Tea time,42
Lazy & Nervous,Rainy,Tea time,23
Aggressive,Cloudy,Morning,27
Normal,Sunny,Evening,4
Normal,Rainy,Evening,4
Normal,Rainy,Evening,3
Tired & Sleepy,Cloudy,Night,10
Tired & Sleepy,Rainy,Travelling time,10
Normal,Rainy,Tea time,23
Normal,Cloudy,Evening,5
Normal,Cloudy,Evening,31
Lazy & Nervous,Cloudy,Travelling time,15
Normal,Rainy,Tea time,1
Aggressive,Rainy,Evening,17
Tired & Sleepy,Sunny,Evening,36
Tired & Sleepy,Rainy,Morning,8
Normal,Sunny,Evening,3
Aggressive,Rainy,Tea time,17
Lazy & Nervous,Sunny,Tea time,25
Normal,Rainy,Tea time,24
Tired & Sleepy,Rainy,Evening,36
Aggressive,Cloudy,Travelling time,39
Lazy & Nervous,Sunny,Travelling time,15
Lazy & Nervous,Cloudy,Morning,11
Aggressive,Cloudy,Night,19
Tired & Sleepy,Sunny,Night,8
Lazy & Nervous,Sunny,Travelling time,37
Normal,Sunny,Morning,41
Aggressive,Sunny,Morning,19
Lazy & Nervous,Rainy,Tea time,15
Normal,Rainy,Night,21
Normal,Rainy,Night,23
Normal,Sunny,Morning,4
Aggressive,Rainy,Night,16
Aggressive,Cloudy,Night,45
Tired & Sleepy,Sunny,Morning,43
Lazy & Nervous,Rainy,Night,29
Tired & Sleepy,Rainy,Tea time,22
Tired & Sleepy,Sunny,Morning,10
Tired & Sleepy,Cloudy,Tea time,10
Lazy & Nervous,Sunny,Morning,15
Normal,Cloudy,Travelling time,1
Normal,Cloudy,Night,2
Tired & Sleepy,Sunny,Travelling time,9
Aggressive,Rainy,Tea time,21
Normal,Rainy,Night,33
Aggressive,Cloudy,Evening,17
Lazy & Nervous,Rainy,Morning,14
Normal,Sunny,Evening,1
Lazy & Nervous,Cloudy,Morning,38
Aggressive,Sunny,Travelling time,43
Normal,Rainy,Tea time,1
Lazy & Nervous,Sunny,Night,37
Aggressive,Sunny,Night,28
Lazy & Nervous,Rainy,Morning,23
Lazy & Nervous,Cloudy,Tea time,13
Aggressive,Sunny,Morning,43
Normal,Cloudy,Travelling time,44
Lazy & Nervous,Rainy,Evening,23
Lazy & Nervous,Rainy,Morning,14
Tired & Sleepy,Cloudy,Morning,6
Tired & Sleepy,Rainy,Morning,7
Tired & Sleepy,Sunny,Morning,41
Lazy & Nervous,Cloudy,Night,15
Normal,Rainy,Travelling time,32
Normal,Cloudy,Travelling time,32
Tired & Sleepy,Rainy,Travelling time,7
Normal,Cloudy,Travelling time,1
Tired & Sleepy,Cloudy,Tea time,7
Tired & Sleepy,Cloudy,Travelling time,8
Lazy & Nervous,Cloudy,Morning,15
Aggressive,Sunny,Travelling time,42
Lazy & Nervous,Sunny,Travelling time,41
Normal,Cloudy,Travelling time,34
Lazy & Nervous,Cloudy,Travelling time,12
Tired & Sleepy,Rainy,Tea time,8
Aggressive,Rainy,Tea time,20
Normal,Rainy,Morning,2
Normal,Rainy,Evening,2
Normal,Cloudy,Evening,34
Tired & Sleepy,Rainy,Morning,27
Lazy & Nervous,Sunny,Morning,43
Tired & Sleepy,Sunny,Evening,35
Lazy & Nervous,Cloudy,Night,13
Tired & Sleepy,Sunny,Night,29
Tired & Sleepy,Cloudy,Morning,10
Aggressive,Rainy,Morning,26
Tired & Sleepy,Rainy,Tea time,9
Lazy & Nervous,Cloudy,Tea time,25
Aggressive,Sunny,Travelling time,41
Aggressive,Rainy,Morning,27
Tired & Sleepy,Rainy,Morning,9
Normal,Rainy,Tea time,24
Normal,Rainy,Travelling time,5
Lazy & Nervous,Sunny,Night,29
Lazy & Nervous,Rainy,Travelling time,32
Lazy & Nervous,Rainy,Travelling time,32
Tired & Sleepy,Cloudy,Tea time,45
Normal,Sunny,Tea time,5
Aggressive,Cloudy,Morning,26
Tired & Sleepy,Cloudy,Evening,36
Normal,Sunny,Morning,33
Tired & Sleepy,Cloudy,Night,7
Normal,Cloudy,Evening,31
Lazy & Nervous,Sunny,Night,11
Normal,Sunny,Tea time,4
Normal,Cloudy,Night,33
Lazy & Nervous,Sunny,Night,13
Lazy & Nervous,Cloudy,Tea time,38
Aggressive,Sunny,Tea time,43
Lazy & Nervous,Sunny,Morning,14
Tired & Sleepy,Rainy,Morning,9
Lazy & Nervous,Rainy,Evening,12
Tired & Sleepy,Sunny,Evening,42
Aggressive,Rainy,Morning,40
Lazy & Nervous,Sunny,Tea time,37
Tired & Sleepy,Sunny,Evening,8
Aggressive,Sunny,Tea time,24
Normal,Sunny,Tea time,25
Aggressive,Rainy,Morning,39
Lazy & Nervous,Sunny,Tea time,13
Aggressive,Sunny,Travelling time,20
Aggressive,Rainy,Travelling time,23
Aggressive,Cloudy,Evening,16
Normal,Rainy,Travelling time,5
Aggressive,Rainy,Night,40
Normal,Rainy,Travelling time,23
Lazy & Nervous,Rainy,Travelling time,21
Aggressive,Rainy,Travelling time,18
Aggressive,Cloudy,Night,16
Normal,Sunny,Tea time,2
Lazy & Nervous,Sunny,Night,38
Aggressive,Rainy,Morning,23
Normal,Sunny,Evening,43
Lazy & Nervous,Sunny,Travelling time,38
Aggressive,Rainy,Travelling time,17
Normal,Sunny,Travelling time,42
Tired & Sleepy,Sunny,Travelling time,7
Aggressive,Rainy,Evening,18
Lazy & Nervous,Rainy,Morning,21
Tired & Sleepy,Rainy,Evening,31
Lazy & Nervous,Rainy,Night,15
Lazy & Nervous,Sunny,Tea time,12
Aggressive,Rainy,Evening,16
Tired & Sleepy,Rainy,Evening,21
Tired & Sleepy,Cloudy,Evening,31
Lazy & Nervous,Sunny,Night,29
Lazy & Nervous,Rainy,Travelling time,37
Aggressive,Rainy,Evening,23
Aggressive,Sunny,Night,40
Aggressive,Sunny,Tea time,39
Tired & Sleepy,Rainy,Tea time,23
Normal,Rainy,Travelling time,34
Aggressive,Cloudy,Tea time,45
Lazy & Nervous,Cloudy,Morning,11
Lazy & Nervous,Cloudy,Morning,11
Tired & Sleepy,Rainy,Morning,7
Tired & Sleepy,Sunny,Morning,43
Normal,Cloudy,Tea time,2
Normal,Sunny,Evening,5
Aggressive,Cloudy,Evening,16
Normal,Cloudy,Morning,26
Lazy & Nervous,Cloudy,Travelling time,14
Tired & Sleepy,Sunny,Night,29
Aggressive,Rainy,Morning,16
Normal,Rainy,Travelling time,34
Lazy & Nervous,Sunny,Morning,43
Lazy & Nervous,Sunny,Night,11
Aggressive,Rainy,Travelling time,39
Aggressive,Cloudy,Tea time,25
Normal,Sunny,Tea time,43
Lazy & Nervous,Rainy,Travelling time,15
Normal,Sunny,Tea time,25
Lazy & Nervous,Cloudy,Travelling time,11
Tired & Sleepy,Rainy,Morning,7
Normal,Sunny,Travelling time,42
Lazy & Nervous,Sunny,Evening,14
Aggressive,Sunny,Night,18
Normal,Sunny,Tea time,2
Tired & Sleepy,Sunny,Night,41
Normal,Rainy,Travelling time,4
Normal,Cloudy,Night,45
Normal,Cloudy,Night,4
Lazy & Nervous,Sunny,Morning,13
Lazy & Nervous,Rainy,Evening,21
Tired & Sleepy,Sunny,Travelling time,9
Normal,Rainy,Morning,22
Aggressive,Cloudy,Night,18
Lazy & Nervous,Cloudy,Night,12
Normal,Cloudy,Tea time,2
Tired & Sleepy,Sunny,Morning,35
Lazy & Nervous,Rainy,Tea time,11
Tired & Sleepy,Sunny,Evening,42
Lazy & Nervous,Cloudy,Night,12
Tired & Sleepy,Rainy,Travelling time,21
Normal,Cloudy,Morning,33
Aggressive,Rainy,Tea time,23
Aggressive,Rainy,Morning,39
Aggressive,Cloudy,Night,19
Normal,Sunny,Tea time,5
Tired & Sleepy,Sunny,Night,41
Normal,Cloudy,Morning,27
Normal,Cloudy,Tea time,3
Normal,Cloudy,Morning,27
Lazy & Nervous,Sunny,Tea time,25
Tired & Sleepy,Cloudy,Morning,35
Aggressive,Sunny,Evening,43
Lazy & Nervous,Rainy,Morning,11
Normal,Cloudy,Travelling time,34
Normal,Sunny,Night,5
Lazy & Nervous,Cloudy,Travelling time,45
Aggressive,Cloudy,Morning,45
Tired & Sleepy,Sunny,Tea time,35
Aggressive,Rainy,Evening,21
Lazy & Nervous,Cloudy,Travelling time,14
Lazy & Nervous,Cloudy,Night,28
Aggressive,Cloudy,Evening,40
Tired & Sleepy,Cloudy,Night,28
Tired & Sleepy,Cloudy,Evening,36
Normal,Cloudy,Morning,3
Tired & Sleepy,Sunny,Night,43
Tired & Sleepy,Rainy,Travelling time,10
Tired & Sleepy,Rainy,Travelling time,35
Normal,Sunny,Tea time,25
Aggressive,Sunny,Tea time,19
Lazy & Nervous,Cloudy,Night,44
Tired & Sleepy,Sunny,Night,36
Tired & Sleepy,Rainy,Morning,35
Lazy & Nervous,Sunny,Travelling time,13
Tired & Sleepy,Sunny,Evening,42
Tired & Sleepy,Rainy,Night,23
Normal,Sunny,Morning,4
Aggressive,Rainy,Tea time,19
Normal,Sunny,Tea time,25
Tired & Sleepy,Cloudy,Morning,35
Tired & Sleepy,Rainy,Night,29
Normal,Rainy,Evening,2
Normal,Cloudy,Tea time,33
Normal,Rainy,Evening,30
Normal,Cloudy,Travelling time,33
Normal,Cloudy,Tea time,4
Aggressive,Sunny,Morning,39
Aggressive,Cloudy,Night,44
Aggressive,Rainy,Morning,27
Tired & Sleepy,Cloudy,Tea time,36
Tired & Sleepy,Cloudy,Tea time,8
Aggressive,Sunny,Evening,31
Tired & Sleepy,Sunny,Travelling time,9
Tired & Sleepy,Sunny,Evening,30
Normal,Cloudy,Tea time,5
Lazy & Nervous,Rainy,Travelling time,12
Aggressive,Cloudy,Morning,40
Lazy & Nervous,Sunny,Night,15
Aggressive,Sunny,Morning,20
Aggressive,Sunny,Travelling time,43
Lazy & Nervous,Cloudy,Morning,44
Lazy & Nervous,Sunny,Tea time,15
Aggressive,Rainy,Tea time,16
Lazy & Nervous,Rainy,Tea time,15
Tired & Sleepy,Sunny,Evening,10
Lazy & Nervous,Rainy,Evening,15
Tired & Sleepy,Cloudy,Morning,8
Aggressive,Cloudy,Morning,45
Aggressive,Cloudy,Travelling time,20
Tired & Sleepy,Sunny,Tea time,42
Normal,Rainy,Morning,4
Tired & Sleepy,Sunny,Tea time,36
Normal,Sunny,Morning,33
Normal,Sunny,Evening,42
Tired & Sleepy,Cloudy,Evening,9
Normal,Cloudy,Tea time,5
Tired & Sleepy,Cloudy,Tea time,45
Tired & Sleepy,Rainy,Travelling time,7
Lazy & Nervous,Rainy,Night,22
Normal,Sunny,Night,28
Tired & Sleepy,Cloudy,Travelling time,7
Tired & Sleepy,Cloudy,Evening,9
Aggressive,Rainy,Evening,21
Normal,Cloudy,Travelling time,33
Normal,Rainy,Travelling time,4
Lazy & Nervous,Cloudy,Evening,13
Lazy & Nervous,Rainy,Travelling time,14
Tired & Sleepy,Rainy,Morning,7
Tired & Sleepy,Rainy,Night,7
Aggressive,Cloudy,Evening,17
Lazy & Nervous,Sunny,Evening,42
Normal,Cloudy,Tea time,33
Tired & Sleepy,Sunny,Evening,9
Lazy & Nervous,Cloudy,Morning,26
Aggressive,Cloudy,Evening,40
Lazy & Nervous,Sunny,Night,42
Lazy & Nervous,Rainy,Travelling time,37
Tired & Sleepy,Rainy,Night,9
Lazy & Nervous,Sunny,Night,15
Tired & Sleepy,Cloudy,Morning,6
Aggressive,Sunny,Morning,20
Tired & Sleepy,Cloudy,Evening,7
Lazy & Nervous,Sunny,Morning,43
Lazy & Nervous,Rainy,Travelling time,21
Lazy & Nervous,Cloudy,Travelling time,38
Normal,Sunny,Tea time,5
Normal,Cloudy,Evening,44
Lazy & Nervous,Cloudy,Tea time,13
Aggressive,Sunny,Travelling time,43
Lazy & Nervous,Rainy,Tea time,24
Tired & Sleepy,Rainy,Travelling time,21
Normal,Rainy,Morning,33
Tired & Sleepy,Rainy,Night,9
Lazy & Nervous,Rainy,Travelling time,37
Aggressive,Cloudy,Tea time,24
Normal,Sunny,Evening,30
Tired & Sleepy,Rainy,Morning,36
Aggressive,Sunny,Travelling time,17
Aggressive,Cloudy,Evening,39
Normal,Rainy,Night,22
Aggressive,Sunny,Evening,18
Aggressive,Sunny,Morning,16
Lazy & Nervous,Sunny,Travelling time,14
Aggressive,Rainy,Evening,22
Aggressive,Rainy,Tea time,25
Normal,Cloudy,Night,45
Aggressive,Sunny,Tea time,19
Tired & Sleepy,Cloudy,Night,45
Aggressive,Cloudy,Evening,45
Tired & Sleepy,Sunny,Travelling time,41
Tired & Sleepy,Sunny,Travelling time,42
Tired & Sleepy,Rainy,Morning,35
Aggressive,Sunny,Morning,43
Lazy & Nervous,Sunny,Tea time,11
Aggressive,Sunny,Travelling time,18
Tired & Sleepy,Cloudy,Evening,7
Aggressive,Sunny,Tea time,24
Aggressive,Cloudy,Travelling time,19
Normal,Cloudy,Travelling time,45
Aggressive,Cloudy,Morning,39
Tired & Sleepy,Sunny,Evening,42
Lazy & Nervous,Rainy,Evening,15
Normal,Cloudy,Tea time,1
Aggressive,Cloudy,Tea time,25
Lazy & Nervous,Cloudy,Morning,27
Normal,Rainy,Tea time,2
Aggressive,Cloudy,Travelling time,32
Normal,Rainy,Morning,34
Normal,Rainy,Morning,27
Lazy & Nervous,Cloudy,Morning,44
Tired & Sleepy,Cloudy,Tea time,24
Normal,Rainy,Morning,22
Normal,Cloudy,Travelling time,5
Normal,Sunny,Tea time,3
Tired & Sleepy,Cloudy,Tea time,6
Normal,Cloudy,Travelling time,1
Aggressive,Sunny,Tea time,25
Aggressive,Rainy,Evening,21
Tired & Sleepy,Cloudy,Evening,10
Normal,Cloudy,Tea time,45
Aggressive,Rainy,Evening,18
Lazy & Nervous,Rainy,Tea time,13
Tired & Sleepy,Rainy,Night,28
Lazy & Nervous,Rainy,Night,12
Lazy & Nervous,Cloudy,Night,13
Tired & Sleepy,Sunny,Night,9
Normal,Rainy,Evening,21
Normal,Cloudy,Evening,1
Lazy & Nervous,Rainy,Evening,22
Tired & Sleepy,Cloudy,Night,6
Aggressive,Rainy,Evening,16
Normal,Sunny,Night,33
Aggressive,Cloudy,Evening,18
Tired & Sleepy,Sunny,Evening,30
Normal,Rainy,Travelling time,2
Tired & Sleepy,Cloudy,Evening,31
Aggressive,Rainy,Night,40
Aggressive,Sunny,Travelling time,40
Normal,Sunny,Morning,41
Normal,Cloudy,Night,45
Lazy & Nervous,Rainy,Night,28
Tired & Sleepy,Sunny,Morning,42
Tired & Sleepy,Sunny,Tea time,35
Tired & Sleepy,Rainy,Tea time,7
Tired & Sleepy,Sunny,Night,10
Lazy & Nervous,Rainy,Evening,31
Tired & Sleepy,Sunny,Night,43
Aggressive,Rainy,Tea time,18
Aggressive,Cloudy,Morning,40
Aggressive,Rainy,Evening,23
Normal,Sunny,Tea time,25
Aggressive,Rainy,Travelling time,17
Lazy & Nervous,Cloudy,Tea time,44
Normal,Cloudy,Evening,33
Normal,Rainy,Tea time,24
Tired & Sleepy,Sunny,Tea time,42
Normal,Sunny,Night,28
Tired & Sleepy,Cloudy,Evening,9
Lazy & Nervous,Rainy,Tea time,37
Lazy & Nervous,Sunny,Night,37
Normal,Rainy,Travelling time,33
Lazy & Nervous,Rainy,Travelling time,21
Lazy & Nervous,Sunny,Tea time,25
Tired & Sleepy,Cloudy,Travelling time,35
Aggressive,Rainy,Travelling time,39
Normal,Cloudy,Evening,33
Tired & Sleepy,Sunny,Tea time,9
Tired & Sleepy,Cloudy,Travelling time,36
Tired & Sleepy,Sunny,Night,28
Normal,Rainy,Travelling time,1
Aggressive,Sunny,Tea time,25
Normal,Sunny,Tea time,41
Normal,Sunny,Tea time,2
Normal,Cloudy,Travelling time,3
Lazy & Nervous,Rainy,Tea time,38
Aggressive,Rainy,Evening,21
Tired & Sleepy,Sunny,Travelling time,42
Normal,Cloudy,Travelling time,44
Lazy & Nervous,Cloudy,Evening,45
Lazy & Nervous,Rainy,Travelling time,32
Aggressive,Sunny,Tea time,17
